"E8012001","E8012002","E8012003","E8012004","E8012005","E8012006","E8012007","E8012008","E8012009","E8012010","E8012011","E8012012","R0000100","R0536300","R0536401","R0536402","R1235800","R1482600"
0,0,0,0,0,0,0,0,0,0,0,0,6518,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6519,2,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6520,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6521,2,3,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,6522,1,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6523,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6524,2,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6525,1,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6526,1,8,1981,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6527,2,5,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6528,2,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6529,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6530,1,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6531,1,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6532,1,5,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,6533,1,9,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,6534,1,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6535,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6536,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6537,1,8,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,6538,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6539,1,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6540,2,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6541,2,7,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6542,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6543,1,3,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,6544,2,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6545,1,8,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6546,2,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6547,1,7,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6548,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6549,2,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6550,2,2,1983,1,3
0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6551,1,5,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6552,1,8,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6553,1,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6554,1,6,1982,1,4
0,1,99,99,99,99,99,99,99,99,99,99,6555,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6556,1,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6557,2,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6558,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6559,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6560,2,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6561,2,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6562,1,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6563,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6564,2,3,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6565,1,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6566,2,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6567,2,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6568,2,2,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6569,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6570,1,1,1983,1,4
99,1,99,99,99,99,99,99,99,99,99,99,6571,1,10,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,6572,2,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6573,2,4,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,6574,2,2,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,6575,2,8,1981,1,1
99,99,99,99,99,99,99,99,99,99,99,99,6576,1,8,1984,1,1
99,99,99,99,99,99,99,99,99,99,99,99,6577,1,4,1984,1,1
99,99,99,99,99,99,1,99,99,99,99,1,6578,1,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,6579,2,1,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6580,2,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6581,2,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6582,2,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6583,1,9,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6584,2,11,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6585,1,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6586,2,5,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6587,1,6,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6588,2,6,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6589,2,2,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6590,2,4,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6591,2,12,1980,0,1
99,99,99,99,99,99,99,99,99,99,99,1,6592,2,8,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6593,1,12,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6594,2,2,1982,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6595,1,3,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6596,1,3,1984,0,2
99,99,1,99,99,99,99,99,99,99,99,99,6597,1,6,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6598,2,9,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6599,2,11,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6600,1,10,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6601,2,10,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6602,1,2,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6603,2,10,1983,0,2
0,0,0,0,0,0,0,0,1,99,99,99,6604,1,8,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6605,2,8,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6606,1,1,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6607,1,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6608,1,12,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6609,1,1,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6610,1,3,1983,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6611,1,7,1980,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6612,1,6,1982,0,2
99,99,99,99,99,1,99,99,99,99,1,99,6613,1,3,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6614,1,10,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6615,2,11,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6616,2,8,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6617,2,5,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6618,2,6,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6619,1,6,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6620,1,12,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6621,1,8,1982,0,2
99,99,99,99,99,99,99,99,99,99,1,99,6622,1,1,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6623,1,12,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6624,2,5,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6625,1,7,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6626,2,3,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6627,2,2,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6628,2,5,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6629,2,5,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6630,1,3,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6631,2,10,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6632,2,8,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6633,2,10,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6634,1,10,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6635,2,10,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6636,2,1,1982,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6637,1,7,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6638,2,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6639,2,12,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6640,1,1,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6641,1,10,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6642,1,8,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6643,1,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6644,1,1,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6645,2,12,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6646,2,2,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6647,1,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6648,2,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6649,2,2,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6650,2,1,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6651,2,8,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6652,2,10,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6653,2,5,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6654,1,3,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6655,1,1,1984,0,2
0,0,1,99,99,99,99,99,99,99,99,99,6656,1,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6657,1,8,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6658,1,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6659,2,7,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6660,2,9,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6661,1,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6662,1,12,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6663,2,7,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6664,1,5,1982,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6665,2,11,1980,0,3
0,0,0,0,0,0,0,0,0,0,0,0,6667,2,8,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6668,1,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6669,1,1,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6670,1,2,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6671,2,2,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6672,1,1,1981,0,2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6673,2,5,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6674,1,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6675,1,1,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6676,1,6,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6677,1,5,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6678,2,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6679,1,6,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6680,1,5,1980,0,2
1,99,1,2,1,1,1,2,99,99,99,99,6681,1,3,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6682,2,3,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6683,1,12,1983,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6684,1,10,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6685,1,4,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6686,1,3,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6687,2,2,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6688,2,8,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6689,2,11,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6690,1,11,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6692,2,10,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6693,1,2,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6694,1,3,1982,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6695,1,7,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6696,2,10,1983,0,2
1,99,99,99,99,99,99,99,99,1,99,99,6697,1,12,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6698,2,11,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6699,1,1,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6700,2,9,1982,0,2
0,0,0,0,0,1,99,1,99,99,99,99,6701,1,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6702,1,8,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6703,1,4,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6704,1,11,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6705,1,8,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6706,2,1,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6707,2,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6708,1,2,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6709,1,3,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6710,1,8,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6711,2,4,1980,0,2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6712,2,3,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6713,2,12,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6714,2,4,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6715,1,9,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6716,2,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6717,1,7,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6718,2,2,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6719,1,1,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6720,1,4,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6721,2,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6722,2,9,1980,0,2
0,0,0,0,1,99,99,99,99,99,99,99,6723,1,8,1983,0,2
0,0,0,0,0,0,1,99,99,99,99,99,6724,1,9,1984,0,2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6725,2,3,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6726,1,3,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6727,2,5,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6728,1,7,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6729,1,11,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6730,2,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6731,2,5,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6732,1,10,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6733,1,8,1980,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6734,1,11,1984,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6735,2,12,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6736,2,11,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6737,2,4,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6738,1,12,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6739,1,9,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6740,1,7,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6741,2,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6742,1,7,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6743,1,6,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6744,1,4,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6745,1,4,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6746,2,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6747,1,4,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6748,2,4,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6749,2,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6750,2,1,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6751,2,3,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6752,2,7,1980,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6753,2,10,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6754,2,9,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6755,1,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6756,2,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6757,2,6,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6758,1,10,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6759,1,1,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6760,2,10,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6761,1,1,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6762,1,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6763,2,4,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6764,1,6,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6765,2,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6766,2,7,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6767,1,4,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6768,1,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6769,2,7,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6770,1,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6771,2,12,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6772,1,5,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6773,1,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6774,2,8,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6775,2,7,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6776,2,11,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6777,2,7,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6778,1,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6779,1,1,1982,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6780,1,12,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6781,2,9,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6782,2,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6783,1,9,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6784,1,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6785,2,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6786,2,10,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6787,1,3,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6788,2,7,1981,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6789,1,4,1984,0,2
99,1,99,99,99,99,99,99,1,99,99,99,6790,1,2,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6791,2,10,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6792,1,7,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6793,2,11,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6794,2,5,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6795,2,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6796,1,6,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6797,1,12,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6798,1,9,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6799,2,3,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6800,1,5,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6801,2,11,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6802,1,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6803,2,6,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6804,1,4,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6805,2,6,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6806,1,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6807,2,12,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6808,2,9,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6809,2,3,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6810,2,4,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6811,2,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6812,1,9,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6813,2,9,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6814,1,11,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6815,2,2,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6816,1,11,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6817,2,8,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6818,2,3,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6819,1,11,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6820,2,6,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6821,2,8,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6822,2,10,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6823,2,10,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6824,1,2,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6825,2,10,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6826,1,1,1983,0,2
99,99,99,99,99,99,99,99,99,99,99,99,6827,1,9,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6828,1,9,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6829,2,11,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6830,1,4,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6831,2,10,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6832,2,1,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6833,1,12,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6834,2,2,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6835,2,2,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6836,1,11,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6837,1,1,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6838,2,2,1981,0,1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6839,2,1,1980,0,1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6840,2,5,1981,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6841,1,5,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6842,2,5,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6843,1,1,1980,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6844,1,9,1983,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6845,1,9,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6846,1,2,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6847,1,2,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6848,1,1,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6849,2,5,1980,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6850,1,2,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6851,2,9,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6852,2,7,1984,0,2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6853,1,8,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6854,1,10,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6855,2,9,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6856,1,5,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6857,2,11,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6858,2,7,1983,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6859,1,3,1982,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6860,1,1,1984,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6861,1,1,1981,0,2
0,0,0,0,0,0,0,0,0,0,0,0,6862,1,2,1984,0,2
2,99,99,99,99,99,99,99,99,99,99,99,6863,1,4,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6864,2,11,1980,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6865,1,12,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6866,2,8,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6867,1,1,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6868,2,11,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6869,2,2,1980,0,1
0,0,0,0,0,1,99,99,99,99,99,99,6870,1,12,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6871,1,3,1984,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6872,1,8,1982,0,1
99,99,99,99,99,99,99,99,1,99,99,99,6873,1,8,1982,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6874,2,7,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6875,1,2,1984,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6876,1,12,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6877,1,8,1980,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6878,1,3,1981,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6879,1,11,1980,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6880,2,6,1982,0,1
99,99,99,99,99,99,99,99,99,99,99,99,6881,2,1,1982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,6882,2,2,1983,0,1
